Code,Description
292174018,"[X]Other specified types of non-Hodgkin's lymphoma"
292175017,"[X]Other malignant immunoproliferative diseases"
292191019,"[X]Diffuse non-Hodgkin's lymphoma, unspecified"
292193016,"[X]Unspecified B-cell non-Hodgkin's lymphoma"
293377011,"Macroglobulinaemia"
293380012,"Waldenstrom's macroglobulinaemia"
293384015,"Macroglobulinaemia NOS"
293617011,"Histiocytosis X , unspecified"
294626018,"[X]Other histiocytosis syndromes"
344657018,"T-zone lymphoma"
344670010,"Lymphoepithelioid lymphoma"
344806015,"True histiocytic lymphoma"
403705015,"Malignant neoplasm of lymphatic and haemopoietic tissue"
403710016,"Lymphoid and histiocytic malignancy NOS"
403759017,"[M]Malignant lymphoma, mixed lymphocytic-histiocytic NOS"
403761014,"[M]Malignant lymphoma, nodular NOS"
406154013,"[X]Non-Hodgkin's lymphoma, unspecified type"
411516014,"Immunoproliferative neoplasm"
414252013,"Mucosa-associated lymphoma"
414253015,"Maltoma"
414257019,"Follicular non-Hodgkin's small cleaved cell lymphoma"
414278016,"Follicular non-Hodgkin's large cell lymphoma"
414298014,"Enteropathy-associated T-cell lymphoma"
444799014,"Diffuse non-Hodgkin's centroblastic lymphoma"
445586018,"Malignant histiocytosis"
445587010,"Malignant reticulosis"
451429010,"Follicular non-Hodgkin's lymphoma"
453326010,"[M]Hodgkin's disease NOS"
510217015,"Leukaemic reticuloendotheliosis of intrapelvic lymph nodes"
510218013,"Leukaemic reticuloendotheliosis of intrathoracic lymph nodes"
1211679013,"Reticulosarcoma"
1215905010,"Burkitt's tumour"
1216939019,"[M]Burkitt's tumour"
1216940017,"[M]Adult T-cell leukaemia/lymphoma"
1219545019,"Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma"
1220414014,"Hodgkin's disease, nodular sclerosis"
1220814017,"[M]AngiocentricT-cell lymphoma"
1220816015,"[M]Acute progressive histiocytosis X"
1220817012,"[M]Letterer - Siwe disease"
1220820016,"[M]True histiocytic lymphoma"
1221109014,"[M]Hodgkin's disease"
1222219012,"[M]Lymphocytic lymphoma NOS"
1222220018,"[M]Lymphocytic lymphosarcoma NOS"
1222221019,"[M]Lymphoblastic lymphoma NOS"
1222289015,"[M]Malignant lymphoma, lymphoplasmacytoid type"
1225763012,"[M] Cutaneous lymphoma"
1229491012,"[M]Hodgkin's disease, nodular sclerosis, cellular phase"
1229648010,"[M]Malignant lymphoma, centroblastic type, follicular"
1229767019,"[M]Hodgkin's disease, mixed cellularity"
1230392016,"[M]Malignant lymphoma, large cell, diffuse NOS"
1230406012,"[M]Hodgkin's sarcoma"
1230735015,"[M]Sezary's disease"
1230828016,"[M]Malignant lymphoma, mixed small and large cell, diffuse"
1230838014,"[M]Malignant mastocytosis"
1232576019,"[M]Malignant lymphoma, small lymphocytic NOS"
1233285010,"[M]Hodgkin,s disease, lymphocytic predominance, nodular"
1233353010,"[M]Hodgkin's disease, lymphocytic depletion, reticular type"
1233711012,"[M]Hodgkin's granuloma"
1234197011,"[M]Malignant lymphoma, immunoblastic type"
2534467019,"Extranodal NK/T-cell lymphoma, nasal type"
2534468012,"Angioimmunoblastic T-cell lymphoma"
2659756011,"Peripheral T-cell lymphoma"
2659772015,"Histiocytic sarcoma"
2663187010,"Hodgkin's disease, lymphocytic depletion"
2663190016,"Burkitt's lymphoma"
2663191017,"Mycosis fungoides"
2663376010,"Hodgkin's sarcoma"
2663377018,"Hodgkin lymphoma, lymphocyte-rich"
2663461018,"Hodgkin's disease, mixed cellularity"
2663473018,"Hodgkin's disease"
2663476014,"Hodgkin's granuloma"
2839871014,"Non-Hodgkin lymphoma"
2870724014,"Lymphocyte-rich classical Hodgkin lymphoma"
2870725010,"Mediastinal (thymic) large B-cell lymphoma"
2872133010,"Subcutaneous panniculitis-like T-cell lymphoma"
2872841013,"Hepatosplenic T-cell lymphoma"
2901912012,"Diffuse follicle centre lymphoma"
728771000006112,"Malignant lymphoma NOS of lymph node inguinal region and leg"
4309281000006110,"Malignant Hodgkin's lymphoma"
4309891000006114,"Malignant mast cell tumour (clinical)"
311601000006112,"[M]Malig lymphoma, follicular centre cell, non-cleaved NOS"
1815051000006115,"Nodular sclerosis classical Hodgkin lymphoma"
6635071000006113,"Primary cutaneous T-cell lymphoma"
826951000006115,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck"
4309601000006115,"Hodgkin disease, mixed cellularity"
146721000006119,"Sezary's disease of lymph nodes of inguinal region and leg"
4172321000006111,"Malignant lymphoma - immunoblastic"
311461000006111,"[M]Lymphomas, nodular or follicular"
4309511000006118,"Hodgkin sarcoma"
4022451000006115,"Hodgkin paragranuloma of lymph nodes of axilla AND/OR upper limb"
4752981000006116,"Follicular non-Hodgkin mixed small cleaved and large cell lymphoma"
3550221000006113,"Malignant lymphoma, small lymphocytic"
4757461000006119,"Reticulosarcoma, nodular"
3254991000006117,"Malignant lymphoma, large B-cell, diffuse"
2529511000006116,"Non-Hodgkin's lymphoma"
826521000006118,"Hodgkin's lymphocytic depletion of intrathoracic lymph nodes"
81431000006119,"Unspec malig neop lymphoid/histiocytic nodes inguinal/leg"
311511000006114,"[M]Lymphosarcoma cell leukaemias"
746031000006110,"Letterer-Siwe disease of lymph nodes of axilla and arm"
3550261000006119,"Malignant lymphoma, small lymphocytic, diffuse"
4015491000006111,"Letterer-Siwe disease of lymph nodes of inguinal region AND/OR lower limb"
4173791000006118,"Adult T-cell leukaemia/lymphoma (clinical)"
4172501000006111,"Lymphoma, diffuse large B cell, non Hodgkins"
3393071000006115,"Malignant lymphoma, mixed lymphocytic-histiocytic, nodular"
4751551000006111,"Burkitt lymphoma of intra-abdominal lymph nodes"
587201000006115,"Non - Hodgkin's lymphoma"
3169161000006115,"Hodgkin lymphoma, mixed cellularity"
2730281000006115,"Hodgkin lymphoma, no International Classification of Diseases for Oncology subtype"
720161000006119,"Malignant reticuloendotheliosis"
3258381000006111,"Hodgkin sarcoma [obs]"
4022111000006111,"Hodgkin's disease of intra-abdominal lymph nodes"
315981000006113,"[M]Reticulosarcoma, pleomorphic cell type"
4421281000006112,"Langerhans cell histiocytosis, unifocal"
3208311000006111,"Classical Hodgkin lymphoma, nodular sclerosis, grade 2"
4053751000006118,"Sezary syndrome of spleen"
11926001000006113,"Malignant lymphoma NOS of spleen"
11926831000006111,"Hodgkin's disease NOS of intra-abdominal lymph nodes"
3311441000006119,"Malignant lymphoma, centroblastic-centrocytic, diffuse [obs]"
3347001000006113,"Classical Hodgkin lymphoma, nodular sclerosis"
4751511000006110,"Burkitt lymphoma of lymph nodes of head, face and neck"
315941000006119,"[M]Reticulolymphosarcoma, nodular"
4760031000006112,"Waldenstr̦m macroglobulinemia"
716911000006110,"Mast cell malignancy of lymph nodes inguinal region and leg"
5602751000006116,"EACTL - Enteropathy-associated T-cell lymphoma"
3235741000006111,"Hodgkin disease, nodular sclerosis, lymphocyte predominance"
826681000006115,"Hodgkin's paragranuloma"
4022491000006114,"Hodgkin's paragranuloma of lymph nodes of inguinal region AND/OR lower limb"
5356041000006119,"Intravascular lymphomatosis"
2734791000000113,"Cutaneous follicle centre lymphoma"
3255041000006114,"Malignant lymphoma, noncleaved, diffuse"
4415551000006111,"Hodgkin's disease, lymphocyte predominance [obs]"
4752211000006115,"Hodgkin disease, mixed cellularity of intrathoracic lymph nodes"
4309641000006118,"Hodgkin disease, lymphocytic depletion"
1815091000006114,"Other classical Hodgkin lymphoma"
3150381000006111,"Follicular lymphoma, grade 3"
4415641000006110,"SALT lymphoma"
1591211000006111,"Hairy cell leukaemia"
3053291000006116,"Fibrous histiocytoma, malignant"
4757371000006118,"Malignant lymphoma, stem cell type"
2529581000006111,"Malignant lymphoma, small cleaved cell, diffuse [obs]"
4172271000006115,"Diffuse non-Hodgkin's lymphoma, lymphoblastic"
5511751000006115,"Hematologic malignancy"
81471000006116,"Unspec malig neop lymphoid/histiocytic of spleen"
11925921000006110,"Malignant lymphoma NOS of intra-abdominal lymph nodes"
12704881000006116,"Hodgkin's paragranuloma"
3713321000006115,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse [obs]"
11904311000006110,"Secondary and unspec malignant neoplasm mastoid lymph nodes"
1815231000006117,"Other types of follicular lymphoma"
1815101000006115,"Hodgkin lymphoma NOS"
826911000006116,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg"
4309371000006115,"Malignant lymphoma, non-Hodgkin's type"
4752191000006116,"Hodgkin disease, mixed cellularity of lymph nodes of head, face and neck"
3759531000006117,"Adult T-cell leukaemia/lymphoma"
2529601000006118,"Malignant lymphoma, small cell, noncleaved, diffuse [obs]"
907291000006119,"[RFC] Hodgkin's disease"
4022151000006112,"Hodgkin's disease of intrathoracic lymph nodes"
82041000006113,"Unspecified B-cell non-Hodgkin's lymphoma"
4753031000006113,"Malignant lymphoma - small cleaved cell"
4172751000006118,"Malignant immunoproliferative disease (clinical)"
4309981000006116,"Burkitt's lymphoma (clinical)"
2768151000006110,"Hodgkin's disease, lymphocytic depletion, diffuse fibrosis"
826561000006112,"Hodgkin's mixed cellularity of intrathoracic lymph nodes"
3072911000006114,"Waldenstrom's macroglobulinemia"
3255161000006112,"Intravascular large B-cell lymphoma"
3758741000006111,"Malignant lymphoma, small noncleaved, Burkitt's, diffuse"
311671000006118,"[M]Malignant lymphoma NOS"
2730241000006114,"Hodgkin's disease"
3255071000006118,"Malignant lymphoma, large cell, noncleaved, diffuse"
4415681000006116,"Marginal zone lymphoma"
11926861000006119,"Hodgkin's disease NOS of lymph nodes inguinal region and leg"
3019921000006119,"Lymphosarcoma cell leukemia [obs]"
3758751000006113,"Malignant lymphoma, undifferentiated, Burkitt type [obs]"
4752251000006119,"Hodgkin disease, mixed cellularity of lymph nodes of axilla and upper limb"
4021761000006119,"Hodgkin disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes"
2511731000006112,"Angioimmunoblastic T-cell lymphoma"
3255211000006115,"Anaplastic large B-cell lymphoma"
4751761000006117,"Hodgkin paragranuloma of lymph nodes of multiple sites"
4415671000006119,"Monocytoid B-cell lymphoma"
4022231000006111,"Hodgkin's disease of lymph nodes of multiple sites"
11902611000006112,"T-cell lymphoma (clinical)"
3563381000006118,"Langerhan's cell histiocytosis"
11926871000006114,"Hodgkin's disease NOS of lymph nodes of axilla and arm"
5602571000006115,"Follicular malignant lymphoma - large cell"
3255081000006115,"Malignant lymphoma, large cell, noncleaved"
3550291000006110,"Malignant lymphoma, small B lymphocytic"
3734781000006111,"Malignant melanoma in congenital melanocytic naevus"
2730251000006111,"Malignant lymphoma, Hodgkin's"
3862401000006114,"Addison's disease with struma lymphomatosa"
11925961000006116,"Malignant lymphoma NOS of lymph nodes of axilla and arm"
4752071000006118,"Hodgkin disease, nodular sclerosis of intrathoracic lymph nodes"
1815451000006113,"Nonfollicular lymphoma"
81401000006110,"Unspec malig neop lymphoid/histiocytic intra-abdominal nodes"
4751901000006115,"Hodgkin sarcoma of lymph nodes of axilla and upper limb"
4022141000006110,"Hodgkin disease of intrapelvic lymph nodes"
12455741000006118,"[M] Monocytoid B-cell lymphoma"
3140161000006119,"Schuller-Christian syndrome"
745001000006114,"Leukaemic reticuloendotheliosis"
4751861000006110,"Hodgkin granuloma of lymph nodes of multiple sites"
1815171000006114,"Follicular lymphoma grade 2"
5602581000006117,"Malignant lymphoma - histiocytic, nodular"
673681000006118,"Nodular lymphoma of lymph nodes of inguinal region and leg"
826471000006116,"Hodgkin's lymphocytic depletion lymph nodes axilla and arm"
304151000006118,"[M] Monocytoid B-cell lymphoma"
4309301000006114,"Hodgkin disease"
3648221000006118,"Hodgkin lymphoma, nodular lymphocyte predominance"
4310061000006118,"Burkitt lymphoma"
2529541000006117,"Reticulosarcoma, diffuse [obs]"
169581000006112,"Reticulosarcoma - follicular or nodular"
4022241000006118,"Hodgkin disease of lymph nodes of multiple sites"
826991000006114,"Hodgkin's, lymphocytic-histiocytic predominance unspec site"
4021881000006119,"Hodgkin disease, lymphocytic-histiocytic predominance of spleen"
4172441000006112,"Diffuse non-Hodgkin's lymphoma, large cell (clinical)"
826461000006111,"Hodgkin's lymphocytic depletion intra-abdominal lymph nodes"
3129131000006116,"Classical Hodgkin lymphoma, nodular sclerosis, cellular phase"
4309551000006117,"Hodgkin's disease, nodular sclerosis (clinical)"
826611000006110,"Hodgkin's nodular sclerosis of head, face and neck"
1815321000006110,"Anaplastic large cell lymphoma, ALK-negative"
4757421000006113,"Reticulosarcoma morphology"
4751591000006117,"Burkitt lymphoma of lymph nodes of inguinal region and lower limb"
763431000006118,"Follicular non-Hodg mixed sml cleavd & lge cell lymphoma"
4172451000006114,"Diffuse malignant lymphoma - histiocytic"
2168481000000111,"Unifocal Langerhans-cell histiocytosis"
4752371000006115,"Hodgkin disease, lymphocytic depletion of intra-abdominal lymph nodes"
311431000006119,"[M]Lymphoma NOS"
308671000006113,"[M]Fibrous histiocytoma, malignant"
763421000006116,"Follicular lymphoma NOS"
4753001000006117,"Non-Burkitt's malignant lymphoma - undifferentiated cell"
826601000006112,"Hodgkin's mixed cellularity of lymph nodes of multiple sites"
826591000006116,"Hodgkin's mixed cellularity of lymph nodes of axilla and arm"
826861000006114,"Hodgkin's sarcoma of lymph nodes of inguinal region and leg"
4415811000006112,"Angiocentric T-cell lymphoma [obs]"
746301000006117,"Leukaemic reticuloend of intra-abdominal lymph nodes"
826741000006115,"Hodgkin's paragranuloma of lymph nodes of axilla and arm"
824251000006116,"Histiocytosis X , chronic"
4310071000006113,"Mycosis fungoides (clinical)"
2529551000006115,"Reticulosarcoma [obs]"
1815181000006112,"Follicular lymphoma grade 3"
4751611000006111,"Burkitt lymphoma of intrapelvic lymph nodes"
2950341000006113,"Cutaneous T-cell lymphoma, no ICD-O subtype"
2806911000006112,"Malignant lymphoma, lymphoplasmacytoid"
3150431000006115,"Malignant lymphoma, noncleaved, follicular"
3129121000006119,"Hodgkin's disease, nodular sclerosis, cellular phase"
4421241000006118,"Langerhans cell histiocytosis, unifocal (clinical)"
11925951000006118,"Malignant lymphoma NOS of lymph node inguinal region and leg"
4213451000006113,"Classical Hodgkin lymphoma, lymphocyte depletion"
4752641000006118,"Lymphoma intra abdominal, Sezarys"
3150421000006118,"Malignant lymphoma, large cleaved cell, follicular"
4760001000006116,"Waldenstr̦m macroglobulinaemia"
4173781000006116,"Adult T-cell leukemia/lymphoma (clinical)"
967761000006115,"Langerhans' cell histiocytosis"
4022461000006118,"Hodgkin's paragranuloma of lymph nodes of head, face AND/OR neck"
3169171000006110,"Hodgkin's disease, mixed cellularity"
2529501000006119,"Malignant lymphoma, non-Hodgkin's"
1815131000006111,"Extranod marg zone B-cell lymphom mucosa-assoc lymphoid tiss"
2849381000006116,"Lymphoma"
731691000006110,"Lymphosarcoma of lymph nodes of inguinal region and leg"
826261000006110,"Hodgkin's disease, lymphocytic-histiocytic predominance"
1815061000006118,"Mixed cellularity classical Hodgkin lymphoma"
728781000006110,"Malignant lymphoma NOS of lymph nodes of axilla and arm"
311521000006118,"[M]Lymphosarcoma NOS"
4753021000006110,"Malignant lymphoma - undifferentiated cell type"
4415541000006114,"Hodgkin's disease, lymphocyte predominance, diffuse [obs]"
4752471000006111,"Hodgkin disease, lymphocytic depletion of lymph nodes of multiple sites"
316001000006112,"[M]Reticulum cell sarcoma NOS"
746041000006117,"Letterer-Siwe disease of lymph nodes of head, face and neck"
81441000006112,"Unspec malig neop lymphoid/histiocytic of intrapelvic nodes"
826511000006114,"Hodgkin's lymphocytic depletion of intrapelvic lymph nodes"
3140191000006110,"Multifocal and unisystemic Langerhans cell histiocytosis"
4309451000006118,"Hodgkin granuloma"
4752451000006118,"Hodgkin disease, lymphocytic depletion of spleen"
3656771000006111,"Classical Hodgkin lymphoma, lymphocyte depletion, reticular"
4753111000006115,"Malignant lymphoma - mixed lymphocytic-histiocytic"
396621000006114,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela"
4752111000006114,"Hodgkin disease, nodular sclerosis of lymph nodes of axilla and upper limb"
3759611000006112,"Adult T-cell leukaemia/lymphoma (HTLV-1 positive)"
3255011000006110,"Malignant lymphoma, large cell, cleaved and noncleaved"
4172871000006119,"True histiocytic lymphoma (clinical)"
3759541000006110,"Adult T-cell leukemia/lymphoma"
4757451000006116,"Reticulosarcoma, pleomorphic cell type"
2715221000006118,"Mast cell sarcoma"
5912011000006117,"Diffuse malignant lymphoma - centroblastic"
4309431000006113,"Hodgkin's granuloma (clinical)"
4420181000006112,"Hodgkin lymphoma - category"
4752991000006118,"Diffuse malignant lymphoma - small non-cleaved cell"
315951000006117,"[M]Reticulosarcoma NOS"
81461000006111,"Unspec malig neop lymphoid/histiocytic of multiple sites"
746311000006119,"Leukaemic reticuloend of lymph nodes inguinal region and leg"
4172691000006117,"Peripheral T-cell lymphoma (clinical)"
7351521000006114,"Anaplastic lymphoma kinase negative anaplastic large cell lymphoma"
824241000006118,"Histiocytosis X (chronic)"
3255031000006116,"Malignant lymphoma, histiocytic"
4752131000006115,"Hodgkin disease, nodular sclerosis of lymph nodes of inguinal region and lower limb"
727811000006111,"Malignant neoplasm lymphatic or haematopoietic tissue OS"
405081000006118,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue"
