Code,Description
3962581000006110,"Thrombosis of cavernous venous sinus"
2837991000006111,"Thrombosis of transverse sinus"
884741000006117,"Venous embolism NOS"
12102801000006113,"Thrombophlebitis of dorsal venous arch of foot"
909471000006114,"[RFC] Deep vein thrombosis"
2730141000006117,"Splenic vein thrombosis"
851241000006115,"Axillary vein thrombosis"
2784351000006119,"PVT - Portal vein thrombosis"
100691000006118,"Thrombosis cavernous sinus"
5653441000006111,"Brachiocephalic vein thrombosis"
6694761000006110,"Deep venous thrombosis of leg"
12126891000006112,"Thrombophlebitis of vein of right lower limb"
2751261000006119,"Renal vein thrombosis"
586241000006116,"Nonpyogenic venous sinus thrombosis"
1786921000006116,"Recurrent deep vein thrombosis"
7078601000006114,"Deep venous thrombosis of the popliteal vein"
420621000006111,"[X]Phlebitis+thrombophlebitis/oth deep vessls/low extremites"
2234621000000111,"Thrombosis of vein of transplanted kidney"
4056981000006115,"Cerebral venous thrombosis"
12107691000006119,"Acute deep vein thrombosis of left iliac vein"
5011661000006113,"Cerebral venous thrombosis of cortical vein"
5059301000006112,"Iliofemoral deep vein thrombosis"
3123551000006116,"Hepatic vein thrombosis"
8041581000006116,"Acute deep venous thrombosis of femoral vein"
