Code,Description
3323851000006114,"Childhood absence epilepsy"
916571000006117,"Epilepsy monitoring"
897431000006113,"Post traumatic epilepsy"
425631000006118,"[X]Schizophrenia-like psychosis in epilepsy"
4769771000006116,"Cursive epilepsy"
918561000006111,"Epilepsy associated problems"
2950391000006116,"Salaam attacks"
3719651000006117,"Post-traumatic epilepsy"
7811811000006111,"DEND (developmental delay, epilepsy, neonatal diabetes) syndrome"
905881000006111,"[RFC] Epilepsy/convulsion"
12221091000006111,"Aphasia co-occurrent with epilepsy"
2811081000006110,"Generalized epilepsy"
245351000006115,"Partial epilepsy without impairment of consciousness NOS"
851121000006117,"Partial epilepsy"
2598901000006114,"Myoclonic epilepsy of adolescence"
2612121000006112,"Non-convulsive status epilepticus with impaired consciousness"
2721471000006114,"Convulsive status epilepticus"
883061000006119,"Infantile spasms -hysarrythmia"
3210931000006115,"Centralopathic epilepsy"
1856781000006113,"Epilepsy treatment compliance poor"
141981000000118,"Epilepsy restricts employment"
800721000006115,"Generalised nonconvulsive epilepsy NOS"
1673671000006116,"Epilepsy treatment continued"
2950431000006110,"Blitz-Nick-salaam attacks"
2502391000006115,"Focal status epilepticus"
11926151000006111,"Infantile spasms"
632721000000111,"Panayiotopoulos syndrome"
148591000006114,"Sensory induced epilepsy"
3323871000006116,"Petit-mal epilepsy"
2589101000000111,"SUDEP - sudden unexpected death in epilepsy"
4769481000006114,"Generalized non-convulsive epilepsy"
5008031000006115,"Sleep-related epilepsy"
6028621000006119,"Epileptic attack"
3210941000006113,"Temporal-central focal epilepsy"
362161000006110,"[X]Acquired aphasia with epilepsy [Landau - Kleffner]"
379901000006113,"[X]Epileptic psychosis NOS"
2612131000006110,"Prolonged epileptic twilight state"
931711000006118,"Early infant epileptic encephalopathy wth suppression bursts"
4769641000006118,"Mesiobasal limbic epilepsy"
1856771000006110,"Epilepsy treatment compliance good"
4052971000006117,"Pure photosensitive epilepsy"
2598861000006119,"Juvenile myoclonic epilepsy of Janz"
253231000006116,"Otohara syndrome"
5007931000006117,"Acquired aphasia with epilepsy"
2466801000000118,"At risk of sudden unexpected death in epilepsy"
4769801000006119,"Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset"
142041000000115,"Epilepsy does not limit activities"
1855761000006113,"Epilepsy monitoring in secondary care"
2950441000006117,"Salaam attack"
1856761000006115,"Epilepsy treatment compliance"
918601000006111,"Nocturnal epilepsy"
3878481000006113,"Epileptic disorder"
4769491000006112,"Generalized nonconvulsive epilepsy"
4769781000006118,"Running epilepsy"
743461000006119,"Limbic system epilepsy"
7786671000006113,"Sudden unexpected death in epilepsy"
883041000006118,"Petit mal epilepsy"
103531000006110,"Tonic-clonic epilepsy"
5007701000006110,"Baltic myoclonus epilepsy"
125721000006111,"Status epilepticus, unspecified"
2612141000006117,"Epilepsia minoris continua"
647301000006112,"Epileptic absences"
2612111000006116,"Epileptic absence status"
3323891000006115,"Childhood - juvenile - absence epilepsy"
3558781000006118,"Generalized convulsive epilepsy"
3878491000006111,"Epileptic"
5007091000006117,"Localization-related epilepsy"
3210951000006110,"Centrotemporal epilepsy"
4540141000006110,"History of epilepsy"
1856791000006111,"Epilepsy monitoring default"
245341000006117,"Partial epilepsy without impairment of consciousness"
2950421000006112,"Krampfe salaam attacks"
301541000000116,"Simple partial epileptic seizure"
4052921000006118,"Photogenic epilepsy"
1855741000006114,"Epilepsy monitoring in primary care"
223811000000118,"Grand mal (major) epilepsy"
2502351000006114,"Epilepsia partialis continua"
5008041000006113,"Sleep related epilepsy"
6028631000006116,"Epileptic convulsion"
3878501000006115,"EP - Epilepsy"
4769701000006110,"Epileptic complex partial seizures with automatisms"
5007171000006117,"Benign occipital epilepsy of childhood - early onset variant"
11778041000006119,"Dravet Syndrome"
3796891000006117,"Reflex epilepsy"
4769501000006116,"Generalised nonconvulsive epilepsy"
2193821000000118,"Dravet syndrome"
4052951000006110,"Epilepsy only in relation to photic stimulation"
154851000000115,"Epilepsy impairs education"
230321000006117,"Petit mal (minor) epilepsy"
5008011000006114,"Catamenial epilepsy"
3719661000006115,"PTE - Post-traumatic epilepsy"
7811801000006113,"Developmental delay, epilepsy, neonatal diabetes syndrome"
2598871000006114,"JME - Juvenile myoclonic epilepsy"
