Code,Description
281211000006117,"Non-insulin dependent diabetes mellitus with gangrene"
84911000006119,"Type II diabetes mellitus with multiple complications"
914311000006114,"Type II diabetes mellitus with diabetic cataract"
4758011000006112,"Type 2 diabetes mellitus with hyperosmolar coma"
2288061000000111,"Type II diabetes mellitus in remission"
914251000006116,"Type II diabetes mellitus with polyneuropathy"
6959801000006112,"Diabetic cataract associated with type II diabetes mellitus"
84981000006114,"Type II diabetes mellitus with renal complications"
280531000006119,"Non-insulin dependent diabetes mellitus with nephropathy"
84531000006118,"Type 2 diabetes mellitus with mononeuropathy"
12336531000006116,"Retinopathy with type 2 diabetes mellitus"
12702401000006118,"Mononeuropathy associated with type 2 diabetes mellitus"
12363731000006113,"Polyneuropathy co-occurrent and due to type 2 diabetes mellitus"
84471000006119,"Type 2 diabetes mellitus"
84921000006110,"Type II diabetes mellitus with nephropathy"
914151000006112,"Type 2 diabetes mellitus with retinopathy"
6977971000006119,"Exudative maculopathy associated with type II diabetes mellitus"
914081000006117,"Type II diabetes mellitus with neurological complications"
1966311000006116,"Diabetic on oral treatment and glucagon-like peptide 1"
914231000006111,"Type II diabetes mellitus with mononeuropathy"
928581000006111,"Type 2 diabetes mellitus with ketoacidosis"
84511000006112,"Type 2 diabetes mellitus with gangrene"
6975221000006116,"Gangrene associated with type II diabetes mellitus"
12702391000006115,"Diabetic cataract associated with type 2 diabetes mellitus"
6985001000006110,"Peripheral circulatory disorder associated with type 2 diabetes mellitus"
850691000006118,"Hyperosmolar non-ketotic state in type 2 diabetes mellitus"
6969921000006119,"Neurologic disorder associated with type II diabetes mellitus"
2460251000000115,"Diabetic on non-insulin injectable medication"
12335671000006113,"Exudative maculopathy with type 2 diabetes mellitus"
7966931000006114,"Angina associated with type 2 diabetes mellitus"
84541000006111,"Type 2 diabetes mellitus with multiple complications"
6951281000006117,"Kidney disorder associated with type 2 diabetes mellitus"
12704971000006113,"Neurologic disorder associated with type 2 diabetes mellitus"
12705081000006111,"Gastroparesis due to type 2 diabetes mellitus"
840951000006119,"Insulin treated Type 2 diabetes mellitus"
280581000006118,"Non-insulin-dependent diabetes mellitus with multiple comps"
12336871000006115,"Disorder of eye with type 2 diabetes mellitus"
6982511000006110,"Diabetic retinopathy associated with type II diabetes mellitus"
12363681000006115,"Gastroparesis with type 2 diabetes mellitus"
914391000006116,"Insulin treated Type 2 diabetes mellitus"
84971000006111,"Type II diabetes mellitus with polyneuropathy"
914261000006119,"Type 2 diabetes mellitus with nephropathy"
84841000006113,"Type II diabetes mellitus"
938331000006118,"Type II diabetes mellitus with exudative maculopathy"
2288071000000116,"Type 2 diabetes mellitus in remission"
914301000006111,"Type 2 diabetes mellitus with diabetic cataract"
674961000006118,"NIDDM with peripheral circulatory disorder"
84871000006117,"Type II diabetes mellitus with diabetic cataract"
12334131000006118,"Neurological disorder co-occurrent and due to type 2 diabetes mellitus"
1988741000006117,"Pre-existing type 2 diabetes mellitus in pregnancy"
280551000006114,"Non-insulin dependent diabetes mellitus with ulcer"
4796321000006113,"Pre-existing type 2 diabetes mellitus"
12762301000006111,"Diabetic oculopathy associated with type 2 diabetes mellitus"
6954121000006112,"Mononeuropathy associated with type II diabetes mellitus"
84611000006113,"Type 2 diabetes mellitus with renal complications"
928551000006115,"Type II diabetes mellitus with persistent proteinuria"
85001000006117,"Type II diabetes mellitus with ulcer"
6977421000006110,"Ketoacidosis in type II diabetes mellitus"
587111000006111,"Non-insulin-dependent diabetes mellitus with ophthalm comps"
84561000006110,"Type 2 diabetes mellitus with neurological complications"
84941000006115,"Type II diabetes mellitus with neuropathic arthropathy"
12704981000006111,"Diabetic retinopathy associated with type 2 diabetes mellitus"
2359401000000111,"Conversion to non-insulin injectable medication"
84641000006112,"Type 2 diabetes mellitus without complication"
12336881000006117,"Disorder of eye co-occurrent and due to type 2 diabetes mellitus"
281171000006119,"Non-insulin dependent diabetes mellitus - poor control"
84491000006118,"Type 2 diabetes mellitus with arthropathy"
938321000006116,"Type 2 diabetes mellitus with exudative maculopathy"
84481000006116,"Type 2 diabetes mellitus - poor control"
841351000006110,"Insulin treated Type II diabetes mellitus"
12485441000006119,"NIDDM with peripheral circulatory disorder"
1780981000006115,"Diabetic on non-insulin injectable"
84861000006112,"Type II diabetes mellitus with arthropathy"
914051000006113,"Type 2 diabetes mellitus with ophthalmic complications"
12331051000006112,"Mononeuropathy with type 2 diabetes mellitus"
84501000006114,"Type 2 diabetes mellitus with diabetic cataract"
84571000006115,"Type 2 diabetes mellitus with neuropathic arthropathy"
928561000006118,"Type 2 diabetes mellitus with persistent microalbuminuria"
12331061000006114,"Mononeuropathy co-occurrent and due to type 2 diabetes mellitus"
280561000006111,"Non-insulin-dependent d m with peripheral angiopath"
12704991000006114,"Ketoacidotic coma in type 2 diabetes mellitus"
84631000006119,"Type 2 diabetes mellitus with ulcer"
84951000006118,"Type II diabetes mellitus with ophthalmic complications"
914221000006113,"Type 2 diabetes mellitus with mononeuropathy"
6983691000006114,"Diabetic oculopathy associated with type II diabetes mellitus"
84851000006110,"Type II diabetes mellitus - poor control"
928571000006113,"Type II diabetes mellitus with persistent microalbuminuria"
7281511000006118,"Type 2 diabetes mellitus uncontrolled"
281181000006116,"Non-insulin dependent d m with neuropathic arthropathy"
6985011000006113,"Peripheral circulatory disorder associated with type II diabetes mellitus"
1667891000000113,"Hyperosmolar non-ketotic state in type II diabetes mellitus"
6981621000006113,"Persistent proteinuria associated with type II diabetes mellitus"
914061000006110,"Type II diabetes mellitus with ophthalmic complications"
84581000006117,"Type 2 diabetes mellitus with ophthalmic complications"
84961000006116,"Type II diabetes mellitus with peripheral angiopathy"
1667921000000117,"Type II diabetes mellitus with gastroparesis"
1713231000006118,"QDiabetes (QDScore) type 2 diabetes 10 year risk"
914041000006111,"Type II diabetes mellitus with renal complications"
12704961000006118,"Diabetic oculopathy associated with type 2 diabetes mellitus"
84621000006117,"Type 2 diabetes mellitus with retinopathy"
280571000006116,"Non-insulin dependent diabetes mellitus"
84881000006119,"Type II diabetes mellitus with gangrene"
6975211000006112,"Gangrene associated with type 2 diabetes mellitus"
281161000006114,"Non-insulin depend diabetes mellitus with diabetic cataract"
928591000006114,"Type II diabetes mellitus with ketoacidosis"
12363691000006117,"Gastroparesis co-occurrent and due to type 2 diabetes mellitus"
280541000006112,"Non-insulin dependent diabetes mellitus with polyneuropathy"
4636411000006110,"Diet controlled diabetes mellitus"
84991000006112,"Type II diabetes mellitus with retinopathy"
914241000006118,"Type 2 diabetes mellitus with polyneuropathy"
12335681000006111,"Exudative maculopathy co-occurrent and due to type 2 diabetes mellitus"
299621000000117,"Type 2 diabetes mellitus with gastroparesis"
6982151000006118,"Disorder due to type II diabetes mellitus"
11931861000006112,"Pre-existing type 2 diabetes mellitus in pregnancy"
12705011000006116,"Exudative maculopathy associated with type 2 diabetes mellitus"
280511000006113,"Non-insulin dependent diabetes mellitus with hypoglyca coma"
914071000006115,"Type 2 diabetes mellitus with neurological complications"
84901000006117,"Type II diabetes mellitus with mononeuropathy"
641581000006115,"Non-insulin-dependent diabetes mellitus with retinopathy"
7966951000006119,"Diabetic angina pectoris associated with type 2 diabetes mellitus"
6959091000006114,"Persistent microalbuminuria associated with type II diabetes mellitus"
914271000006114,"Type II diabetes mellitus with nephropathy"
84551000006113,"Type 2 diabetes mellitus with nephropathy"
928611000006115,"Type II diabetes mellitus with ketoacidotic coma"
587521000006111,"Non-insulin-dependent diabetes mellitus with renal comps"
84931000006113,"Type II diabetes mellitus with neurological complications"
